Study Hours per Week,Attendance Rate,Previous Grades,Passed
4.1,71.9,,Yes
9.6,,49.3,Yes
14.2,70.9,65.2,Yes
9.5,41.9,61.9,No
,53.8,76.6,No
15.9,107.4,65.6,Yes
0.6,53,56.2,Yes
,51.5,69.5,No
9.8,88.4,81.9,No
10.1,92.3,60.5,Yes
,41.7,65.9,No
13.1,80,63.8,Yes
9.8,64,71,Yes
8.2,81.6,53.6,Yes
8,68.9,93,Yes
6.9,,85.5,No
,65.4,59.9,No
6.8,87.5,96.7,No
14.2,113.9,28.5,Yes
10.1,82.8,78,Yes
7.4,67.2,120.4,No
13.1,51.4,61.3,nan
6.4,71.8,78.3,nan
13.2,67.4,78.4,No
11.1,81.1,61.7,No
7,73.8,73.5,No
12.6,84.6,90.6,Yes
12.7,67.8,,Yes
15.8,109.2,,Yes
14.8,86.7,79.5,No
12.5,60.9,55,No
4.4,95,66.9,No
22.2,51.9,72.9,No
3,57.9,54.9,Yes
14.7,59,87.5,No
12.2,101.6,69.6,Yes
4.1,71.4,55,Yes
9.4,62.4,48.5,Yes
9.6,78.3,61.5,No
16.5,85.8,60.9,Yes
6.4,,71.6,No
8.7,45.1,47.7,No
-1.7,100.3,56,No
18.7,33.7,88.3,nan
4.6,93.1,42.4,No
11.6,98.3,56.5,No
9.5,99.3,47.3,No
9.5,86.4,68.7,No
,53.7,76.2,Yes
18.4,89.9,118.9,Yes
11.3,53.6,80,No
13.3,56.2,47.2,No
11.6,65.9,73.8,No
15.1,67.7,63.7,Yes
7.7,79.8,58.3,No
15.4,61.1,65.4,No
15.6,81.6,78.4,No
15.4,47.6,77.5,Yes
6.7,75.8,44.8,Yes
9.2,69.6,65.7,nan
11.2,95.3,50.1,Yes
3.1,97.3,67.4,No
18,,58.4,No
9.9,35.8,77.3,No
11.4,45.5,60.9,No
7.1,97.5,54.5,No
3.4,72.1,65.9,Yes
7,110,64.7,Yes
11.1,92.9,62.6,Yes
13.4,80.1,58.3,No
,77.6,28.1,Yes
11.7,52,94.2,No
8.3,62.4,44.9,Yes
12.5,83.3,68.6,Yes
17.4,68.1,70.7,Yes
13.5,84.4,97.7,Yes
14,95.6,99.7,No
11.5,71.4,71.1,Yes
2.5,66.4,49.6,Yes
4.8,57.1,50.1,No
12.3,91.7,55.7,Yes
9.9,90.1,64.6,nan
12.2,118.7,58,No
18.4,78.5,50.5,No
13.6,73.1,66.3,Yes
16.3,84.3,52.4,No
10.5,69.2,85.7,No
6,57.3,52.5,Yes
9.7,76.8,54.7,Yes
6,84.2,66.7,Yes
17.8,85.5,45.4,No
14,83.9,59.4,Yes
12.6,96.3,42.5,Yes
16.2,85.4,64.1,nan
-0.1,80.4,52.6,Yes
12.9,49.7,57.6,No
3.4,79.9,67.1,nan
,71.6,59,nan
8.4,52.6,76,No
13.3,85,50.2,No
11.1,85.4,57.9,No
16.7,83.5,60.1,Yes
7,86.1,77.1,No
13.5,77.5,80.8,Yes
,,50.4,nan
1.8,110.4,58.9,Yes
5.4,78,36,Yes
9.3,24.1,,No
15.6,26.4,65.7,No
12.3,99.1,86.2,Yes
4.2,38.3,62.4,No
9.3,64.1,63.2,Yes
20.1,50.7,58.3,Yes
10.6,68.9,72.9,Yes
8.4,82.7,68.9,Yes
12.5,,71.5,Yes
13.8,58.7,97.1,No
7.7,89.6,42.7,nan
12.5,127.6,24,No
8.4,85.8,75.7,No
13.6,56.7,64.3,Yes
10.8,92.4,56.4,Yes
12.4,109.9,80.2,No
6.2,96.3,67.6,No
5.9,44.1,58.9,Yes
14.7,85.6,78.4,No
9.6,65.8,76.3,No
11.4,76.1,74.8,Yes
8.5,67.5,45.9,Yes
14.5,89.9,,Yes
7,67.9,69.4,Yes
,103.4,72.1,No
13.9,,86.1,No
15.9,70.5,56.4,Yes
7.4,86.4,65,No
19.8,82.1,82.6,No
11.6,87,62.9,No
4.8,72.3,67.5,No
11.8,101.7,64.3,Yes
8.1,94.8,73.5,Yes
12.2,74.8,72.6,Yes
9.8,91.5,40.9,Yes
10.4,69.7,74.7,Yes
5.4,86.4,90.2,Yes
15,91.5,44.2,Yes
4.2,80,70.1,Yes
4.5,58.6,73.7,No
11.8,51.1,45.2,nan
18,80.9,53.6,Yes
8.2,60.5,54.8,No
13.5,96.1,68.3,Yes
15.4,44.8,44.5,No
14.1,101.3,54.7,nan
8.4,76,70.5,Yes
4.5,57.9,77.9,Yes
-1,66,65.5,No
8.7,70.9,49.2,Yes
15.9,84.7,60.9,No
,50.5,68,Yes
13.5,55.8,87.8,No
5.2,68.5,71.4,No
10.5,74.4,96.3,No
13.5,89.3,,No
6.7,80.4,83.2,No
10.9,67.2,55.2,nan
7.9,79.7,76.4,Yes
13.5,78.3,67.7,Yes
11.2,70,101.7,Yes
10.3,77.3,59.8,No
17.8,32,91.7,No
13.3,93.7,90.8,No
6.5,86,56.4,Yes
9.6,105,69.7,No
9.6,58.8,43.5,No
10.4,86.4,92.2,No
22.6,36.9,32.8,Yes
11.9,39.7,40.8,No
-0.2,70.3,62.7,No
7.3,63.4,50.9,Yes
0.3,95.9,200,No
8.4,98.6,59.9,Yes
0.1,100.7,79.4,Yes
5.6,87,80,No
2.4,,71.9,No
11.9,49.4,72.5,No
10,103,65.6,No
11.5,100,80.6,Yes
9.5,47.4,66.9,No
3,84.4,53.2,No
12.6,64.1,60.9,No
19.6,112,68.6,No
12,55.5,77.9,nan
7.9,76.9,69.9,Yes
2.9,,46.6,Yes
5.5,73.9,77.7,Yes
12.3,118,59.5,Yes
15.4,108.8,72.9,Yes
11.3,42.2,41.4,No
,84.7,73.7,Yes
13.5,74.8,79.6,Yes
12.5,91.7,,Yes
6.7,79.3,71,Yes
10.9,58.7,68,Yes
5.8,54.3,54.4,Yes
10.1,67,79.3,No
11.7,72.6,61.8,Yes
18.4,,59.1,No
3.5,63.6,74,Yes
12.4,150,68.1,No
,85.7,75.1,Yes
13.8,92.5,67.3,Yes
14.2,72.2,71.2,No
12.9,54.2,64,Yes
16.5,92.7,55.1,No
4.6,55.1,54.3,Yes
3.1,34.5,55,No
10,86.3,57.3,Yes
-0.8,59.9,111.1,Yes
16.2,68.3,73.2,Yes
16.1,88.9,54.3,Yes
7.8,56.4,80.3,No
8.1,43,93.2,No
,99.4,57.2,No
10.3,73.8,58.1,Yes
10.6,100.1,38,No
12.8,87.5,60.8,No
9.1,,77,Yes
14.7,78.3,60,No
12.2,78.3,49.5,Yes
7,97.7,42.7,No
16.7,91.3,69.7,No
3.2,63.2,,No
9.5,84.9,95.4,No
14.8,62.6,65.8,No
6.4,68.7,53.3,Yes
11.5,86.4,78.2,Yes
12.7,62.3,95.6,No
5.7,78,92.1,No
9.6,82.6,51.2,No
9.2,68.2,46,No
7.2,89.4,45.6,Yes
21.5,66.2,75.5,No
6.2,93.9,60.6,No
15,77.6,54.7,No
8,78.5,77.4,No
4.6,57,51.8,No
10.5,70.3,80.2,Yes
13.2,78.9,49.9,No
,95.5,59.8,No
17.8,68.6,85.8,Yes
24.7,95.4,66.9,No
11.3,59.9,49.5,No
6.7,81.7,87.7,Yes
12.3,64.9,82,No
8.7,105.9,86.6,No
14.6,102.3,39.4,No
3.5,80.7,69.5,Yes
21.8,64.3,,No
14.3,44.7,55.9,Yes
,82.6,74.6,No
6.5,79.2,38.7,Yes
14.1,92.2,67.4,Yes
15.9,45.7,,Yes
3.6,77.8,67.2,No
13.6,83.6,81.4,Yes
0.3,57,66.8,No
9.6,,52.2,No
15.6,60.5,93.9,Yes
7.2,58.5,62.1,Yes
2.5,64.4,46.1,Yes
10.7,69.7,44.2,No
7,99.8,62.2,Yes
13.1,68.6,78.1,No
5.6,58.1,64.8,No
,91.3,42.5,Yes
-0.1,95.6,66.3,No
,91.4,81.4,No
9.2,102.4,63.1,Yes
4.1,78.8,86.8,No
11,78.1,52.5,No
15.1,60.9,78.5,No
8.9,103,72.3,No
11.3,73.2,72.9,nan
,68.9,71.7,Yes
4,67.1,60.1,No
20.3,87.7,69.5,nan
7.6,76.7,58.6,No
13.3,78.8,,nan
13.8,68.5,69.4,No
9.3,71,61.5,No
13,72,,No
11.2,,43.6,No
2.9,39,65.8,No
8.3,84,73.9,No
6.9,96.8,68.6,No
7.7,,67.1,Yes
3.5,73.6,43.5,No
15.6,94.6,70.7,Yes
18,59.9,46.6,No
,80.4,53.7,Yes
16.4,56.4,47.7,nan
8.3,75.7,49.5,Yes
6.8,100.6,67.1,No
6.1,108.9,44.7,No
,80.1,46.5,No
11.1,49.4,88.7,Yes
9.6,68.8,93,Yes
16.5,38.7,79.9,Yes
12,69.1,60.5,Yes
5.8,94.3,82.1,Yes
6.6,47.7,73,Yes
13.4,70.9,35.8,Yes
15.2,58.7,82.4,Yes
12.8,110.9,46.2,Yes
19.5,83,57.3,No
18.2,92,69.5,Yes
12.2,80.9,69.4,Yes
5.8,90.2,70.7,No
3.5,96.6,83,Yes
8.1,75.8,69.1,Yes
13.8,64.4,67.4,No
19.1,56.3,88,Yes
12.1,110.2,63.8,No
15.8,91.4,63.3,Yes
8.8,30.5,71.7,Yes
13.1,70.1,95,No
14.1,83.3,,Yes
0.1,108.4,39.3,No
7.9,52.9,64.8,No
14.7,83.5,86,No
11.4,,73.8,No
4,51.1,57.3,No
-2.2,101.9,65.1,No
8.2,55.7,50.3,Yes
9.6,94.4,38.3,No
5.6,43.1,60.7,No
10.7,65.2,50.1,nan
12.5,86.4,60.3,No
13.4,89.3,42.7,Yes
-1.8,,90.8,Yes
3.4,94.7,79.2,No
8.5,69.2,57,nan
12.9,102.8,,No
12.4,82.1,80.9,Yes
12.4,89.7,69.6,No
8.1,82.3,59.8,No
8.4,84.8,72.1,Yes
6.4,55,61,No
13.8,56.2,62.8,No
5.4,64.2,91.2,No
14.3,85.3,,nan
11,63.2,,No
9.8,69.1,50.1,Yes
6.7,73.5,73.1,No
3.2,103.4,80.5,Yes
6.8,87.1,82.3,No
8.3,45.8,,No
-1.8,78.2,50.3,Yes
9,,35,nan
14.6,70.4,80,No
12.8,75,47,Yes
,97.5,47.6,Yes
10.2,58.7,73.4,No
7.2,79.1,69.7,Yes
10.7,80.8,55.4,No
17.7,70.6,52.7,No
14.8,62.2,65.5,Yes
12.6,59.9,57.8,No
7.5,66.6,66.9,Yes
13.7,89.8,50,Yes
1.6,67.8,51.8,No
8.7,73,,No
12.9,51.9,70.5,Yes
13.7,,,No
13.3,79.6,75.9,Yes
11.5,41.7,32,No
9,95.9,44.2,Yes
12.7,63.1,62.4,Yes
5.2,110.3,54.8,No
,83.4,48.8,No
10.3,38.3,60.8,Yes
-1,80.6,60.7,No
0.9,68.6,78.1,No
12.3,80.8,69,No
13.9,107.3,81.9,No
9.6,89.1,200,Yes
21.9,70.5,55.5,Yes
6.6,,81.5,Yes
8.2,92.5,78.1,Yes
8,85.2,64.4,Yes
9.6,98.2,72.9,No
8.4,72.1,67.9,Yes
3,80.9,64.1,Yes
7.3,70.1,68.9,Yes
9.5,76.7,69.9,No
16.1,44.7,80.3,No
21,81.4,49.3,Yes
16.7,82.6,76.4,Yes
6.1,64.9,47.7,No
,87.1,63.7,Yes
9.2,92.5,68.9,Yes
18.9,103,27.3,Yes
9.2,54.6,60.6,Yes
3.4,88.4,71.7,No
7.5,101.8,63.4,No
13.8,68,51.2,Yes
13.4,102.9,75.9,Yes
9,60.5,53.1,Yes
13.4,76.4,68.1,Yes
-1.4,40.5,63.3,No
10.5,37.7,63.7,Yes
14.3,43.9,67.5,No
5.8,103.4,,Yes
5.8,59.5,78.6,Yes
0.7,,52.8,Yes
17.9,83.2,77.6,nan
6.4,60.1,59.4,Yes
11.2,99.1,35.2,No
13,112.3,53.3,No
17.6,30.6,84.6,No
9.2,85.4,82.4,Yes
7.3,33.8,35.7,nan
,47.8,53.9,No
16.4,84.6,,Yes
9.1,56.1,66.5,Yes
5.2,80.2,54.8,Yes
2.3,75.6,70.3,Yes
3.9,42,75.1,Yes
14.3,88.1,87.7,Yes
8.4,81,90.9,Yes
7,,93.9,Yes
6.4,62,78.9,No
10.4,82.8,62.8,No
8.8,49.1,37.7,Yes
,54.8,53.1,Yes
16.7,81.4,44.6,No
17.7,95.6,71.9,No
1.9,65.5,96.3,Yes
11.6,84.1,51.6,Yes
6.1,79.1,42.8,Yes
8.8,83.3,49.6,Yes
,61.2,91.5,No
8.9,72,83.9,No
11.2,74.2,81,nan
13.4,105,44.8,No
11.5,52.9,78.9,No
6.8,46.9,65.8,No
6.9,135,77.9,No
2.8,81.2,49,No
5.7,86,64.6,No
19.8,87.8,56.2,Yes
6,90.4,75.4,No
4,93,98,Yes
11.6,90.5,45.5,Yes
9.4,97.5,61.8,Yes
9,78.3,80.6,No
17,96.4,58.8,Yes
,112.8,52.7,Yes
7.4,,66.4,No
7.9,,59,Yes
7.5,63.4,91.3,nan
14.4,71.7,69.8,No
8.5,82.1,,No
1,67.2,52,Yes
9.8,76.8,67.1,No
2.3,81.8,64,No
,105.4,75.3,No
5.2,,75,No
9.2,83.4,56.6,No
11.3,62.9,66.9,No
8.6,90.3,79.6,nan
8.5,91.9,55.7,No
12.1,108.5,,Yes
17.6,66.5,,Yes
13.8,77.9,61.1,Yes
17.4,91.1,51.5,No
4.8,88.2,72.6,Yes
11.6,25.2,65.2,Yes
10.8,61.3,44.8,No
11.8,86.4,96.2,Yes
16.9,70.8,56.3,No
8.9,91.2,35.4,Yes
8,95.8,68.6,Yes
12.7,70.7,66.9,Yes
1.1,87,55.6,Yes
8.8,104.1,52.4,nan
,95.4,64.7,Yes
5.4,59.6,49.2,Yes
15.3,71.3,77.8,Yes
4.7,75.5,,Yes
9.3,56.3,66.1,No
11.5,96.4,47.6,Yes
16.8,62.1,48.1,Yes
9.9,73,70.4,No
14.7,96.4,71.3,No
13.5,66,65.4,No
10.6,68.3,72.9,nan
,81.8,72.9,Yes
2.8,66.8,65.3,Yes
10.5,105.7,66.2,Yes
7.3,56.7,40.6,Yes
14.6,29.1,65.5,Yes
13.7,91.9,62.6,nan
9.1,67.8,52.8,No
4.2,58.8,73.8,No
12.6,82.7,64.1,No
4.9,83.4,69.4,No
6.2,59.8,35.3,No
5.1,98.7,62.3,Yes
9.3,92.2,74.6,No
15.9,114.5,59.3,No
10,65.8,62.4,nan
7.8,78.1,68.5,No
2.4,,64.9,No
12.8,68.5,84.7,Yes
6.1,83.1,73,No
10.6,84.6,72,Yes
8.2,84.6,69.9,Yes
,68.5,,Yes
9.2,70.8,71.5,No
9.7,63.7,48.7,No
12.4,60,80.6,No
20.5,73.7,53.4,No
14.4,,73.6,No
9.6,115.8,47.6,No
10,101.3,40.1,No
7.4,65.7,60.9,Yes
5.3,83.2,90,No
7.2,34.1,50,Yes
6.1,71.9,48.7,No
13.3,67.2,54.3,Yes
4.6,112.5,36,Yes
16.7,80.2,84.9,No
13.8,76,93.1,Yes
10.1,73.6,62.4,No
10,69.2,53.6,nan
7.2,85.6,57.8,Yes
11.4,61.8,49.8,No
,86,66.5,Yes
6.5,103.6,78.3,Yes
2.3,,,Yes
13.5,68.7,53.3,nan
11.6,73.5,51.6,Yes
4.4,,74,No
6.3,77.8,61,Yes
5.7,62.8,64,No
6.4,91.2,,No
8.4,60.8,69.1,No
8.7,70.3,72.7,nan
6.7,79.6,64.9,Yes
6.2,58.9,54.2,Yes
8.9,39.3,80.6,Yes
10.8,84,62.7,No
8.4,31.2,86.3,Yes
15.8,56.5,49.3,No
12.5,90.6,57.6,No
2,83.4,44.1,No
12.6,71.8,75.6,Yes
13,57.1,71.2,No
7.8,66.4,73.3,nan
2.5,86.5,59.5,No
10,72.4,76.6,Yes
10,50.3,73.3,No
4.4,57.4,56.9,Yes
2.7,66.3,93.7,No
9.6,82.3,65.5,Yes
8.8,77.1,68,No
7.9,50.1,78.2,nan
9.6,101.9,53.7,No
4.5,60.1,64.8,Yes
7.8,83.8,54.7,Yes
,56.1,46.7,nan
8.3,124.6,73.1,No
1.6,101.5,25.8,Yes
7.6,59.5,42,No
4.6,76.8,76.3,Yes
11.3,54.4,42.2,Yes
11.6,67.9,55.9,Yes
1.7,83.5,68.9,nan
13.8,91.9,72.6,Yes
4.4,50.2,72.7,Yes
,60,75.2,No
9.8,93.8,49.1,No
3.8,101.5,72.6,No
4.3,59.5,57.9,No
,94.1,24.8,Yes
8,50.3,89.6,Yes
,69,58.3,Yes
18.1,52.1,65,No
6.5,66.9,52.9,No
10.3,113.2,72.9,No
,73.9,58.7,No
11.4,69.4,53.6,Yes
2,,102.8,No
12.5,69,22.6,Yes
4.2,58.8,57.1,Yes
17,77.7,67.9,Yes
5.9,74.3,47,No
24.8,65.9,53.6,No
17.3,64.1,68.6,Yes
6,78.7,26.8,Yes
10.1,60.4,87.1,No
13.8,70.2,67.7,Yes
13.9,66,67.1,Yes
12.2,30.9,64.6,No
16.3,92.2,,Yes
9.4,,60.3,Yes
8.2,39.6,66.5,No
8.3,92.9,56.6,Yes
14.3,52.8,59.2,No
11.8,33.5,71.1,Yes
11.5,101.7,43.5,Yes
14,62.2,73.4,No
-0.3,,100.3,Yes
11.6,56.7,95.2,Yes
11.1,42.1,69.4,Yes
,68.6,46.3,nan
2.4,50.8,85.7,No
17.8,83.1,62.1,Yes
10.4,88.5,,No
12.4,93.6,53.5,No
18.4,68.8,56.2,No
12.8,102.6,72.2,No
12,56.4,54.7,No
11.2,77.7,93.2,No
7.6,72.2,73.5,Yes
9.9,114.5,91.6,Yes
6.4,99.2,48,Yes
-1,75.6,51.9,No
-1.7,79,105.9,Yes
12.1,105.7,40.9,No
9.4,60,85.4,No
8.3,34.3,68,Yes
11.1,55.6,58.6,Yes
2.8,,79.9,Yes
19.6,102.2,89.4,No
9.5,95.7,66.1,Yes
9.3,74.1,69.3,No
5.2,84.3,67.5,No
10.1,60.8,63.9,No
16.9,116.8,40,Yes
15.2,99.3,51.9,No
14.3,76.1,83.7,Yes
12.7,73.5,57.1,Yes
8.2,89,49.5,No
2.7,73.9,59.7,nan
9,38.6,61.3,Yes
8.8,105.7,43.5,Yes
15.2,98.4,62.5,nan
11.5,82.4,66.4,Yes
18.1,66.6,54.2,No
16,75.2,69.8,No
7.7,22.1,106.8,No
1,,60.3,No
16.9,110.3,46.6,No
,85.3,80.8,Yes
3.2,36,79.6,No
17.5,58.4,82.3,No
11.9,36.5,70.3,Yes
10.8,59.4,56.2,No
18.1,71.7,67.3,Yes
16.7,107,56.4,Yes
13.3,90.7,85.2,No
12.4,69,80,No
13.1,69.9,41.3,Yes
8,59,58.3,No
9.7,96.8,77.5,No
5.5,99.2,46.6,No
8.3,48.2,65.4,No
8.2,40.6,38.6,No
6.8,68.6,59,No
10.7,71.1,64.5,No
8.4,80.2,47.4,Yes
12.5,,66.9,Yes
1.9,60.7,72.9,Yes
9.4,73.4,51.1,No
10.7,59.4,,No
8.4,92.2,80.4,Yes
9.1,112.4,62,Yes
2.1,64.2,38.3,No
11.8,92.8,55.4,Yes
13.2,67.9,69.2,Yes
12.5,56.4,47.7,nan
15.2,60.8,62.6,No
,90.4,52.1,Yes
12.4,62.2,64.7,No
10.8,66.1,61.6,Yes
13.4,52.1,64.3,No
2.1,87.7,72.3,Yes
5.5,84.2,60.9,Yes
17.9,104.1,89.9,No
-2.3,86.9,86.1,Yes
9.3,83.3,71.7,Yes
15.9,86.7,72.2,No
9.5,69.9,56.7,No
8,,70.6,Yes
10.6,93.6,73.1,No
,58.6,73.4,No
10.2,109,80.7,Yes
6.6,,71.1,No
15.5,115.4,69.8,No
-1,,84.1,Yes
9.3,,66.5,Yes
3.1,82.4,56,No
7.4,77.5,73.6,Yes
9.1,65.9,74.9,Yes
12.5,49.6,59.4,Yes
5,69.6,59.4,Yes
6.2,79.3,67,Yes
12.6,48.8,84.1,No
14.7,66.8,57.6,Yes
6.9,82.6,44.2,No
3.3,,43,No
26.4,69.3,45.5,Yes
13.9,59,47.2,No
8.7,77.3,57.1,Yes
14.3,70.9,57.2,Yes
9.4,45.7,72.4,No
14.3,66,83.9,No
10.8,63.2,,No
10.5,75.5,54.4,No
9.4,60.3,56,No
2.8,64,102.2,Yes
,71.4,42.3,Yes
5.3,87.8,78.7,No
3.2,76.9,52.2,Yes
8.9,128.3,76.7,Yes
5.2,49.7,200,nan
9.7,93.2,67.9,No
13.4,73.4,,No
15,47.1,114.8,Yes
14.1,67.4,44.7,No
-1,44.7,81.1,No
10.2,76.7,82.6,Yes
12,68.9,43.5,Yes
1.2,61.3,70.5,No
12.9,53.8,62.7,No
2.7,95.3,74.8,Yes
20.2,71.8,,Yes
8,79.2,77.9,No
9.1,78.5,52,No
6.2,77.2,,Yes
6.9,68.5,68.3,No
21.4,105.4,89.7,No
14.7,119.7,72.1,Yes
2.3,104,85,Yes
17.5,75.4,65.6,Yes
16,74.1,83.5,No
8.6,96.9,50.2,No
11.5,59.8,80.5,No
9.9,109.2,54.3,No
19.9,90.8,62.6,No
6,69.4,48.9,No
10.7,80.6,55.3,Yes
7.9,87.5,60.6,Yes
2.8,66.4,74.2,Yes
21,95.7,70.5,Yes
4.1,100.5,59.4,No
11.1,69.7,,nan
1.3,65.5,72.3,No
8,72.9,,Yes
12.1,51.9,59.2,Yes
5.9,41.6,59.9,No
12.9,66.3,95.5,No
8.7,55.8,55.5,No
15.8,110.4,81.6,No
,65.9,53.8,Yes
7.1,84.1,58.6,No
10.4,62.4,72.2,No
10.9,110.6,75.2,No
13.1,71.1,70.1,No
10.1,50.1,75.6,Yes
11,88.4,74.7,No
8.8,80.2,74.4,Yes
10.6,99.1,57.2,Yes
16.5,71.9,60.3,Yes
13.2,,65.1,Yes
13.5,44.9,81.9,No
13.6,91.7,75.3,Yes
,76.3,66.6,nan
,72.5,67.7,No
4.6,70.4,49,Yes
16.3,69.4,61.3,No
-3.9,92,57.6,Yes
9.6,,78.3,No
15.7,89.9,68.2,No
3.2,42.9,83.4,Yes
12,36.7,99.8,No
6.6,103.2,77.5,No
8.2,54.5,51,No
14.7,,62.1,No
11,69.6,40.6,No
-0.2,,91.8,Yes
5.1,76,99.4,nan
14.9,95.9,,No
12.2,46.4,58.8,Yes
18.7,88.4,56.5,No
18.4,74,52.3,No
,44.4,43.1,No
22.5,64.4,77.8,Yes
10.1,42.9,48.9,Yes
5.2,41.5,65,No
6.8,66.3,53.3,No
-1.3,98.7,39.4,Yes
18,81.3,55.7,Yes
18,101,43.6,Yes
4.9,76.5,65,Yes
8.9,106,74,No
10.5,103.9,73.7,No
,56,68.8,No
1.2,76.4,74.7,Yes
8.9,60.6,50.9,nan
,72.1,60.3,No
8.1,108.2,60.3,No
11.1,62.2,43.2,Yes
17.1,51.3,52.8,No
8.5,52.6,48.4,No
10.9,67.1,62.8,No
13.6,149.9,73.6,Yes
12.8,104.5,58.6,Yes
6.9,17.5,50.6,No
10.5,74.3,66.6,Yes
12.7,62.4,58.6,Yes
4.4,94.7,54.7,Yes
16.3,51.4,88.5,Yes
17.2,54.3,80.8,nan
6.4,63.6,67.2,No
,61.2,57.4,No
13.2,88,58.3,Yes
7.3,68.3,52.5,Yes
12.4,95.1,54.3,No
10.8,58.8,63.4,Yes
2.7,92.3,27.9,No
12.3,51.9,86.1,Yes
4.5,87.3,71,Yes
14.7,65,52,Yes
6.6,92.8,86.6,Yes
9.2,26.2,,Yes
16.9,59.3,76.6,Yes
12.5,98.4,59.8,Yes
4.6,71,72.9,Yes
4.9,41,39.9,Yes
7,60.9,69.7,No
12,82.7,59.7,No
11.8,58.8,79.3,nan
5.8,98.2,59.3,No
4.2,,56.6,Yes
11.4,88.4,,Yes
9.1,95.6,81.7,Yes
20.8,64.7,76.7,Yes
10.2,104.7,71.7,No
,96.5,75.3,Yes
4.1,72.4,61.3,Yes
2.1,42.5,52,Yes
4.4,27.7,69.9,No
15.9,94.8,39.1,No
18.8,42.8,84.9,No
,56.6,,Yes
7.7,84.5,62.6,No
4.2,49,51,nan
0.9,123.7,84.6,No
13.6,,75.6,Yes
11.1,104.6,68.8,No
10.1,95.9,73.3,Yes
3,24.2,66.6,Yes
18.2,89.9,77.5,No
7.5,74.7,59.8,Yes
12.7,73.8,65.3,No
2.7,74.5,73.2,No
9,96.1,43.9,Yes
11.5,107.9,45.7,Yes
11.6,51.2,,No
10.8,76.5,,nan
12.5,103,87.9,No
4.3,70.9,59.6,No
11,79.1,48.5,Yes
10.6,79.3,82.9,No
11.2,117.3,74.1,No
10.4,90,75.8,No
3.6,116.4,47.2,No
3.4,109.9,71.7,No
-1.1,70.5,19.4,Yes
14.1,81,71,Yes
14.1,116,51.6,nan
14.2,,86.5,Yes
11.5,90.2,79,Yes
-0.7,90.4,67.8,No
4.9,69.5,81.2,No
10.9,67.4,100.9,No
10.7,70.1,64.2,Yes
8.9,,70.2,No
11.8,104.5,46.3,Yes
10.1,89.8,52,Yes
10.6,49.8,51.3,Yes
6.8,105.1,65.8,Yes
14.9,98.9,70.6,No
7.8,70.1,54.8,Yes
3.3,61.9,69.3,No
6.1,56.8,80,Yes
8.3,96.5,67.7,Yes
15,37.4,81.4,Yes
9.8,97,38.7,Yes
9.1,66,41.3,No
3.8,80.7,74.5,Yes
13.9,6.6,68.7,No
6.7,39.5,66.2,No
9.5,61.4,66.7,Yes
,56.8,48,Yes
12.5,90.2,39.4,Yes
1.9,81.1,79,Yes
1.2,113.7,81.5,Yes
9.7,85.3,54.7,Yes
3.9,62,33.3,No
13.2,,63,Yes
10.2,65.7,54.8,No
10.8,64.6,77.5,No
6.5,75,50.6,Yes
18.7,,75.7,No
24.2,96,66.6,No
8.6,95.4,84.6,Yes
11.8,114.2,,No
,94.9,59.1,Yes
8.7,50.4,70.6,No
5.8,85.8,65.1,No
4.6,107.5,42.1,Yes
4.3,44.6,74.2,No
12,74.7,64.3,No
7.4,53.6,33.1,No
-2.9,77.6,43.4,Yes
12.2,97.7,56.5,No
9.8,101.9,78.1,No
16.7,71.3,55.4,No
11.9,88.2,76.2,No
2.6,44.9,76.9,Yes
-1.1,40,62.3,No
,97.4,76.5,No
6.9,14.5,64.3,No
14.7,61.3,53.8,No
10,88.5,61.7,Yes
15.7,79.4,53.3,nan
3.4,18.3,77.2,Yes
14.8,85.5,72.1,Yes
13.6,57.8,88.2,No
-0.1,77.4,64.1,Yes
16.6,62.5,70.9,Yes
10.5,61.2,69.6,Yes
12,39,73.1,nan
5.7,67.8,71.7,No
16.4,99.7,53.8,No
4.1,66.5,67.1,Yes
14.2,67.5,65.6,Yes
14.1,60.9,98.3,Yes
5.1,49.3,,Yes
19.9,55,76.9,No
11.2,79.4,88.1,No
13.3,124.2,51.4,Yes
2.4,,97.6,No
20.6,87.4,67.9,No
3.9,114.8,62.2,Yes
15.1,84.4,66.8,nan
5,96.5,68.2,No
6.9,79.3,69,Yes
13.9,84,47.7,Yes
15.1,46.8,72.2,nan
3.6,68.8,39.5,Yes
15.5,63.8,59,No
15.2,62.7,60.1,Yes
5.3,61.5,66.1,Yes
18,103.6,64.1,No
2.7,67.6,69.3,No
6.9,72.1,45.2,No
12.4,120.3,65.6,No
5.7,90.5,,No
11.3,75.2,69.8,Yes
11.2,96.2,91.5,No
9.1,61.6,66.8,Yes
14.2,66.5,88.7,Yes
8.9,67.8,69,No
11.2,80,55.3,No
15.7,84.3,68.5,No
14,56,34.4,nan
13.9,83.1,68.8,Yes
4.3,87.1,84.1,Yes
12.6,65.6,50.1,No
5.6,71.7,81.4,No
3.6,52.3,51.5,Yes
9.6,44.8,63,No
5.5,52.1,49.2,No
14,89.4,65.2,No
14.1,,109.7,Yes
0.5,113.6,56.3,Yes
5.9,75.8,,No
2.7,,65.4,No
7.7,81.7,63,Yes
12.3,53.7,82.2,No
8.8,93.1,55.7,Yes
7.1,82.6,70,Yes
16.5,56.1,59.2,No
-1.5,82.4,89.2,Yes
